dc_id,retailer_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
D019,R420,2158.36,86.3344,60.4341,146.7685,0.133818,0.226628,53.96,0.2663,0.0308
D019,R421,633.16,25.3264,17.7285,43.0549,0.039256,0.066482,15.83,0.2053,0.0232
D019,R422,681.1,27.244,19.0708,46.3148,0.042228,0.071516,17.03,0.2072,0.0234
D019,R423,628.5,25.14,17.598,42.738,0.038967,0.065993,15.71,0.2051,0.0231
D019,R424,671.08,26.8432,18.7902,45.6334,0.041607,0.070463,16.78,0.2068,0.0234
D019,R425,629.73,25.1892,17.6324,42.8216,0.039043,0.066122,15.74,0.2052,0.0231
D019,R426,514.58,20.5832,14.4082,34.9914,0.031904,0.054031,12.86,0.2006,0.0226
D019,R427,547.53,21.9012,15.3308,37.232,0.033947,0.057491,13.69,0.2019,0.0227
D019,R428,571.44,22.8576,16.0003,38.8579,0.035429,0.060001,14.29,0.2029,0.0229
D019,R429,631.05,25.242,17.6694,42.9114,0.039125,0.06626,15.78,0.2052,0.0232
D019,R430,628.81,25.1524,17.6067,42.7591,0.038986,0.066025,15.72,0.2052,0.0231
D019,R431,534.73,21.3892,14.9724,36.3616,0.033153,0.056147,13.37,0.2014,0.0227
D019,R432,531.46,21.2584,14.8809,36.1393,0.032951,0.055803,13.29,0.2013,0.0227
D019,R433,533.04,21.3216,14.9251,36.2467,0.033048,0.055969,13.33,0.2013,0.0227
D019,R434,530.66,21.2264,14.8585,36.0849,0.032901,0.055719,13.27,0.2012,0.0227
D019,R435,533.91,21.3564,14.9495,36.3059,0.033102,0.056061,13.35,0.2014,0.0227
D019,R436,581.15,23.246,16.2722,39.5182,0.036031,0.061021,14.53,0.2032,0.0229
D019,R437,501.92,20.0768,14.0538,34.1306,0.031119,0.052702,12.55,0.2001,0.0225
D019,R438,499.48,19.9792,13.9854,33.9646,0.030968,0.052445,12.49,0.2,0.0225
D019,R439,571.82,22.8728,16.011,38.8838,0.035453,0.060041,14.3,0.2029,0.0229
D019,R440,502.41,20.0964,14.0675,34.1639,0.031149,0.052753,12.56,0.2001,0.0225
D019,R441,1283.31,51.3324,35.9327,87.2651,0.079565,0.134748,32.08,0.2313,0.0264
D019,R442,1284.48,51.3792,35.9654,87.3446,0.079638,0.13487,32.11,0.2314,0.0264
D019,R443,1196.6,47.864,33.5048,81.3688,0.074189,0.125643,29.91,0.2279,0.026
D019,R444,1225.78,49.0312,34.3218,83.353,0.075998,0.128707,30.64,0.229,0.0261
D019,R445,1284.42,51.3768,35.9638,87.3406,0.079634,0.134864,32.11,0.2314,0.0264
D019,R446,1280.87,51.2348,35.8644,87.0992,0.079414,0.134491,32.02,0.2312,0.0264
D019,R447,1248.2,49.928,34.9496,84.8776,0.077388,0.131061,31.21,0.2299,0.0262
D019,R448,1259.36,50.3744,35.2621,85.6365,0.07808,0.132233,31.48,0.2304,0.0263
D019,R449,1287.13,51.4852,36.0396,87.5248,0.079802,0.135149,32.18,0.2315,0.0264
D019,R450,1259.43,50.3772,35.264,85.6412,0.078085,0.13224,31.49,0.2304,0.0263
D019,R451,1347.51,53.9004,37.7303,91.6307,0.083546,0.141489,33.69,0.2339,0.0267
D019,R452,1336.64,53.4656,37.4259,90.8915,0.082872,0.140347,33.42,0.2335,0.0267
D019,R453,1357.41,54.2964,38.0075,92.3039,0.084159,0.142528,33.94,0.2343,0.0268
D019,R454,1350.85,54.034,37.8238,91.8578,0.083753,0.141839,33.77,0.234,0.0268
D019,R455,1369.67,54.7868,38.3508,93.1376,0.08492,0.143815,34.24,0.2348,0.0268
D019,R456,915.89,36.6356,25.6449,62.2805,0.056785,0.096168,22.9,0.2166,0.0246
D019,R457,882.28,35.2912,24.7038,59.995,0.054701,0.092639,22.06,0.2153,0.0244
D019,R458,877.86,35.1144,24.5801,59.6945,0.054427,0.092175,21.95,0.2151,0.0244
D019,R459,866.43,34.6572,24.26,58.9172,0.053719,0.090975,21.66,0.2147,0.0243
D019,R460,939.27,37.5708,26.2996,63.8704,0.058235,0.098623,23.48,0.2176,0.0247
D019,R461,924.71,36.9884,25.8919,62.8803,0.057332,0.097095,23.12,0.217,0.0246
D019,R462,953.09,38.1236,26.6865,64.8101,0.059092,0.100074,23.83,0.2181,0.0248
D019,R463,891.6,35.664,24.9648,60.6288,0.055279,0.093618,22.29,0.2157,0.0245
D019,R464,860.12,34.4048,24.0834,58.4882,0.053327,0.090313,21.5,0.2144,0.0243
D019,R465,887.43,35.4972,24.848,60.3452,0.055021,0.09318,22.19,0.2155,0.0244
D019,R466,979.4,39.176,27.4232,66.5992,0.060723,0.102837,24.48,0.2192,0.0249
D019,R467,1027.02,41.0808,28.7566,69.8374,0.063675,0.107837,25.68,0.2211,0.0251
D019,R468,990.47,39.6188,27.7332,67.352,0.061409,0.103999,24.76,0.2196,0.025
D019,R469,1017.15,40.686,28.4802,69.1662,0.063063,0.106801,25.43,0.2207,0.0251
D019,R470,1085.82,43.4328,30.403,73.8358,0.067321,0.114011,27.15,0.2234,0.0254
D019,R471,2033.59,81.3436,56.9405,138.2841,0.126083,0.213527,50.84,0.2613,0.0302
D019,R472,2013.45,80.538,56.3766,136.9146,0.124834,0.211412,50.34,0.2605,0.0301
D019,R473,2004.2,80.168,56.1176,136.2856,0.12426,0.210441,50.11,0.2602,0.03
D019,R474,2034.1,81.364,56.9548,138.3188,0.126114,0.213581,50.85,0.2614,0.0302
D019,R475,2011.75,80.47,56.329,136.799,0.124729,0.211234,50.29,0.2605,0.0301
D019,R476,2141.69,85.6676,59.9673,145.6349,0.132785,0.224877,53.54,0.2657,0.0307
D019,R477,2159.01,86.3604,60.4523,146.8127,0.133859,0.226696,53.98,0.2664,0.0308
D019,R478,2169.37,86.7748,60.7424,147.5172,0.134501,0.227784,54.23,0.2668,0.0308
D019,R479,2189.16,87.5664,61.2965,148.8629,0.135728,0.229862,54.73,0.2676,0.0309
D019,R480,2130.99,85.2396,59.6677,144.9073,0.132121,0.223754,53.27,0.2652,0.0307
D019,R481,1926.22,77.0488,53.9342,130.983,0.119426,0.202253,48.16,0.257,0.0296
D019,R482,1948.25,77.93,54.551,132.481,0.120792,0.204566,48.71,0.2579,0.0297
D019,R483,1915.83,76.6332,53.6432,130.2764,0.118781,0.201162,47.9,0.2566,0.0296
D019,R484,1918.81,76.7524,53.7267,130.4791,0.118966,0.201475,47.97,0.2568,0.0296
D019,R485,1945.48,77.8192,54.4734,132.2926,0.12062,0.204275,48.64,0.2578,0.0297
D019,R486,1902.57,76.1028,53.272,129.3748,0.117959,0.19977,47.56,0.2561,0.0295
D019,R487,1831.36,73.2544,51.2781,124.5325,0.113544,0.192293,45.78,0.2533,0.0292
D019,R488,1893.44,75.7376,53.0163,128.7539,0.117393,0.198811,47.34,0.2557,0.0295
D019,R489,1871.06,74.8424,52.3897,127.2321,0.116006,0.196461,46.78,0.2548,0.0294
D019,R490,1875.32,75.0128,52.509,127.5218,0.11627,0.196909,46.88,0.255,0.0294
D019,R491,1714.53,68.5812,48.0068,116.588,0.106301,0.180026,42.86,0.2486,0.0286
D019,R492,1780.24,71.2096,49.8467,121.0563,0.110375,0.186925,44.51,0.2512,0.0289
D019,R493,1805.74,72.2296,50.5607,122.7903,0.111956,0.189603,45.14,0.2522,0.029
D019,R494,1830.15,73.206,51.2442,124.4502,0.113469,0.192166,45.75,0.2532,0.0292
D019,R495,1725.06,69.0024,48.3017,117.3041,0.106954,0.181131,43.13,0.249,0.0286
D019,R496,727.49,29.0996,20.3697,49.4693,0.045104,0.076386,18.19,0.2091,0.0236
D019,R497,741.39,29.6556,20.7589,50.4145,0.045966,0.077846,18.53,0.2097,0.0237
D019,R498,819.24,32.7696,22.9387,55.7083,0.050793,0.08602,20.48,0.2128,0.0241
D019,R499,817.49,32.6996,22.8897,55.5893,0.050684,0.085836,20.44,0.2127,0.0241
D019,R500,766.19,30.6476,21.4533,52.1009,0.047504,0.08045,19.15,0.2106,0.0238
D020,R001,1018.2,40.728,28.5096,69.2376,0.063128,0.106911,25.46,0.2207,0.0251
D020,R002,1008.51,40.3404,28.2383,68.5787,0.062528,0.105894,25.21,0.2203,0.025
D020,R003,991.08,39.6432,27.7502,67.3934,0.061447,0.104063,24.78,0.2196,0.025
D020,R004,984.86,39.3944,27.5761,66.9705,0.061061,0.10341,24.62,0.2194,0.0249
D020,R005,1001.92,40.0768,28.0538,68.1306,0.062119,0.105202,25.05,0.2201,0.025
D020,R006,905.33,36.2132,25.3492,61.5624,0.05613,0.09506,22.63,0.2162,0.0245
D020,R007,911.07,36.4428,25.51,61.9528,0.056486,0.095662,22.78,0.2164,0.0246
D020,R008,938.79,37.5516,26.2861,63.8377,0.058205,0.098573,23.47,0.2176,0.0247
D020,R009,915.71,36.6284,25.6399,62.2683,0.056774,0.09615,22.89,0.2166,0.0246
D020,R010,912.12,36.4848,25.5394,62.0242,0.056551,0.095773,22.8,0.2165,0.0246
D020,R011,1160.37,46.4148,32.4904,78.9052,0.071943,0.121839,29.01,0.2264,0.0258
D020,R012,1188.51,47.5404,33.2783,80.8187,0.073688,0.124794,29.71,0.2275,0.0259
D020,R013,1112.85,44.514,31.1598,75.6738,0.068997,0.116849,27.82,0.2245,0.0256
D020,R014,1151.51,46.0604,32.2423,78.3027,0.071394,0.120909,28.79,0.2261,0.0258
D020,R015,1209.54,48.3816,33.8671,82.2487,0.074991,0.127002,30.24,0.2284,0.026
D020,R016,1093.22,43.7288,30.6102,74.339,0.06778,0.114788,27.33,0.2237,0.0255
D020,R017,1035.79,41.4316,29.0021,70.4337,0.064219,0.108758,25.89,0.2214,0.0252
D020,R018,1095.7,43.828,30.6796,74.5076,0.067933,0.115049,27.39,0.2238,0.0255
D020,R019,1029.1,41.164,28.8148,69.9788,0.063804,0.108055,25.73,0.2212,0.0251
D020,R020,1097.21,43.8884,30.7219,74.6103,0.068027,0.115207,27.43,0.2239,0.0255
D020,R021,1001.43,40.0572,28.04,68.0972,0.062089,0.10515,25.04,0.2201,0.025
D020,R022,1024.6,40.984,28.6888,69.6728,0.063525,0.107583,25.61,0.221,0.0251
D020,R023,990.0,39.6,27.72,67.32,0.06138,0.10395,24.75,0.2196,0.0249
D020,R024,976.74,39.0696,27.3487,66.4183,0.060558,0.102558,24.42,0.2191,0.0249
D020,R025,942.64,37.7056,26.3939,64.0995,0.058444,0.098977,23.57,0.2177,0.0247
D020,R026,761.31,30.4524,21.3167,51.7691,0.047201,0.079938,19.03,0.2105,0.0238
D020,R027,748.0,29.92,20.944,50.864,0.046376,0.07854,18.7,0.2099,0.0237
D020,R028,738.38,29.5352,20.6746,50.2098,0.04578,0.07753,18.46,0.2095,0.0237
D020,R029,678.95,27.158,19.0106,46.1686,0.042095,0.07129,16.97,0.2072,0.0234
D020,R030,651.77,26.0708,18.2496,44.3204,0.04041,0.068436,16.29,0.2061,0.0233
D020,R031,730.73,29.2292,20.4604,49.6896,0.045305,0.076727,18.27,0.2092,0.0237
D020,R032,716.29,28.6516,20.0561,48.7077,0.04441,0.07521,17.91,0.2087,0.0236
D020,R033,735.1,29.404,20.5828,49.9868,0.045576,0.077186,18.38,0.2094,0.0237
D020,R034,745.02,29.8008,20.8606,50.6614,0.046191,0.078227,18.63,0.2098,0.0237
D020,R035,714.22,28.5688,19.9982,48.567,0.044282,0.074993,17.86,0.2086,0.0236
D020,R036,1138.22,45.5288,31.8702,77.399,0.07057,0.119513,28.46,0.2255,0.0257
D020,R037,1066.04,42.6416,29.8491,72.4907,0.066094,0.111934,26.65,0.2226,0.0253
D020,R038,1119.78,44.7912,31.3538,76.145,0.069426,0.117577,27.99,0.2248,0.0256
D020,R039,1103.69,44.1476,30.9033,75.0509,0.068429,0.115887,27.59,0.2241,0.0255
D020,R040,1097.23,43.8892,30.7224,74.6116,0.068028,0.115209,27.43,0.2239,0.0255
D020,R041,1861.93,74.4772,52.134,126.6112,0.11544,0.195503,46.55,0.2545,0.0293
D020,R042,1803.06,72.1224,50.4857,122.6081,0.11179,0.189321,45.08,0.2521,0.029
D020,R043,1808.34,72.3336,50.6335,122.9671,0.112117,0.189876,45.21,0.2523,0.029
D020,R044,1750.47,70.0188,49.0132,119.032,0.108529,0.183799,43.76,0.25,0.0288
D020,R045,1764.86,70.5944,49.4161,120.0105,0.109421,0.18531,44.12,0.2506,0.0288
D020,R046,1684.53,67.3812,47.1668,114.548,0.104441,0.176876,42.11,0.2474,0.0284
D020,R047,1781.53,71.2612,49.8828,121.144,0.110455,0.187061,44.54,0.2513,0.0289
D020,R048,1766.87,70.6748,49.4724,120.1472,0.109546,0.185521,44.17,0.2507,0.0288
D020,R049,1710.13,68.4052,47.8836,116.2888,0.106028,0.179564,42.75,0.2484,0.0286
D020,R050,1762.37,70.4948,49.3464,119.8412,0.109267,0.185049,44.06,0.2505,0.0288
D020,R051,1799.75,71.99,50.393,122.383,0.111585,0.188974,44.99,0.252,0.029
D020,R052,1819.69,72.7876,50.9513,123.7389,0.112821,0.191067,45.49,0.2528,0.0291
D020,R053,1822.72,72.9088,51.0362,123.945,0.113009,0.191386,45.57,0.2529,0.0291
D020,R054,1737.33,69.4932,48.6452,118.1384,0.107714,0.18242,43.43,0.2495,0.0287
D020,R055,1787.82,71.5128,50.059,121.5718,0.110845,0.187721,44.7,0.2515,0.0289
D020,R056,1756.62,70.2648,49.1854,119.4502,0.10891,0.184445,43.92,0.2503,0.0288
D020,R057,1745.79,69.8316,48.8821,118.7137,0.108239,0.183308,43.64,0.2498,0.0287
D020,R058,1714.24,68.5696,47.9987,116.5683,0.106283,0.179995,42.86,0.2486,0.0286
D020,R059,1698.74,67.9496,47.5647,115.5143,0.105322,0.178368,42.47,0.2479,0.0285
D020,R060,1707.99,68.3196,47.8237,116.1433,0.105895,0.179339,42.7,0.2483,0.0285
D020,R061,1616.24,64.6496,45.2547,109.9043,0.100207,0.169705,40.41,0.2446,0.0281
D020,R062,1682.74,67.3096,47.1167,114.4263,0.10433,0.176688,42.07,0.2473,0.0284
D020,R063,1696.99,67.8796,47.5157,115.3953,0.105213,0.178184,42.42,0.2479,0.0285
D020,R064,1652.95,66.118,46.2826,112.4006,0.102483,0.17356,41.32,0.2461,0.0283
D020,R065,1742.79,69.7116,48.7981,118.5097,0.108053,0.182993,43.57,0.2497,0.0287
D020,R066,1966.47,78.6588,55.0612,133.72,0.121921,0.206479,49.16,0.2587,0.0298
D020,R067,1996.51,79.8604,55.9023,135.7627,0.123784,0.209634,49.91,0.2599,0.03
D020,R068,2014.78,80.5912,56.4138,137.005,0.124916,0.211552,50.37,0.2606,0.0301
D020,R069,2000.69,80.0276,56.0193,136.0469,0.124043,0.210072,50.02,0.26,0.03
D020,R070,2024.62,80.9848,56.6894,137.6742,0.125526,0.212585,50.62,0.261,0.0301
D020,R071,1871.11,74.8444,52.3911,127.2355,0.116009,0.196467,46.78,0.2548,0.0294
D020,R072,1969.61,78.7844,55.1491,133.9335,0.122116,0.206809,49.24,0.2588,0.0298
D020,R073,1934.15,77.366,54.1562,131.5222,0.119917,0.203086,48.35,0.2574,0.0297
D020,R074,1953.86,78.1544,54.7081,132.8625,0.121139,0.205155,48.85,0.2582,0.0298
D020,R075,1927.47,77.0988,53.9692,131.068,0.119503,0.202384,48.19,0.2571,0.0296
D020,R076,1851.51,74.0604,51.8423,125.9027,0.114794,0.194409,46.29,0.2541,0.0293
D020,R077,1877.52,75.1008,52.5706,127.6714,0.116406,0.19714,46.94,0.2551,0.0294
D020,R078,1908.86,76.3544,53.4481,129.8025,0.118349,0.20043,47.72,0.2564,0.0295
D020,R079,1849.23,73.9692,51.7784,125.7476,0.114652,0.194169,46.23,0.254,0.0292
D020,R080,1842.8,73.712,51.5984,125.3104,0.114254,0.193494,46.07,0.2537,0.0292
D020,R081,1892.98,75.7192,53.0034,128.7226,0.117365,0.198763,47.32,0.2557,0.0295
D020,R082,1919.93,76.7972,53.758,130.5552,0.119036,0.201593,48.0,0.2568,0.0296
D020,R083,1878.37,75.1348,52.5944,127.7292,0.116459,0.197229,46.96,0.2551,0.0294
D020,R084,1885.27,75.4108,52.7876,128.1984,0.116887,0.197953,47.13,0.2554,0.0294
D020,R085,1866.43,74.6572,52.26,126.9172,0.115719,0.195975,46.66,0.2547,0.0293
D020,R086,1987.22,79.4888,55.6422,135.131,0.123208,0.208658,49.68,0.2595,0.0299
D020,R087,1975.38,79.0152,55.3106,134.3258,0.122474,0.207415,49.38,0.259,0.0299
D020,R088,1999.32,79.9728,55.981,135.9538,0.123958,0.209929,49.98,0.26,0.03
D020,R089,2039.67,81.5868,57.1108,138.6976,0.12646,0.214165,50.99,0.2616,0.0302
D020,R090,1978.7,79.148,55.4036,134.5516,0.122679,0.207764,49.47,0.2591,0.0299
D020,R091,392.7,15.708,10.9956,26.7036,0.024347,0.041233,9.82,0.1957,0.022
D020,R092,393.51,15.7404,11.0183,26.7587,0.024398,0.041319,9.84,0.1957,0.022
D020,R093,445.77,17.8308,12.4816,30.3124,0.027638,0.046806,11.14,0.1978,0.0222
D020,R094,479.7,19.188,13.4316,32.6196,0.029741,0.050369,11.99,0.1992,0.0224
D020,R095,401.45,16.058,11.2406,27.2986,0.02489,0.042152,10.04,0.1961,0.022
D020,R096,57.28,2.2912,1.6038,3.895,0.003551,0.006014,1.43,0.1823,0.0203
D020,R097,31.43,1.2572,0.88,2.1372,0.001949,0.0033,0.79,0.1813,0.0202
D020,R098,61.18,2.4472,1.713,4.1602,0.003793,0.006424,1.53,0.1824,0.0203
D020,R099,37.75,1.51,1.057,2.567,0.002341,0.003964,0.94,0.1815,0.0202
D020,R100,17.41,0.6964,0.4875,1.1839,0.001079,0.001828,0.44,0.1807,0.0201
D020,R101,159.1,6.364,4.4548,10.8188,0.009864,0.016706,3.98,0.1864,0.0208
D020,R102,183.69,7.3476,5.1433,12.4909,0.011389,0.019287,4.59,0.1873,0.0209
D020,R103,236.28,9.4512,6.6158,16.067,0.014649,0.024809,5.91,0.1895,0.0212
D020,R104,184.2,7.368,5.1576,12.5256,0.01142,0.019341,4.6,0.1874,0.0209
D020,R105,229.37,9.1748,6.4224,15.5972,0.014221,0.024084,5.73,0.1892,0.0211
D020,R106,184.78,7.3912,5.1738,12.565,0.011456,0.019402,4.62,0.1874,0.0209
D020,R107,157.13,6.2852,4.3996,10.6848,0.009742,0.016499,3.93,0.1863,0.0208
D020,R108,234.88,9.3952,6.5766,15.9718,0.014563,0.024662,5.87,0.1894,0.0212
D020,R109,188.44,7.5376,5.2763,12.8139,0.011683,0.019786,4.71,0.1875,0.0209
D020,R110,182.02,7.2808,5.0966,12.3774,0.011285,0.019112,4.55,0.1873,0.0209
D020,R111,136.22,5.4488,3.8142,9.263,0.008446,0.014303,3.41,0.1854,0.0207
D020,R112,224.86,8.9944,6.2961,15.2905,0.013941,0.02361,5.62,0.189,0.0211
D020,R113,166.62,6.6648,4.6654,11.3302,0.01033,0.017495,4.17,0.1867,0.0208
D020,R114,221.43,8.8572,6.2,15.0572,0.013729,0.02325,5.54,0.1889,0.0211
D020,R115,154.55,6.182,4.3274,10.5094,0.009582,0.016228,3.86,0.1862,0.0208
D020,R116,306.32,12.2528,8.577,20.8298,0.018992,0.032164,7.66,0.1923,0.0215
D020,R117,218.48,8.7392,6.1174,14.8566,0.013546,0.02294,5.46,0.1887,0.0211
D020,R118,321.3,12.852,8.9964,21.8484,0.019921,0.033737,8.03,0.1929,0.0216
D020,R119,269.41,10.7764,7.5435,18.3199,0.016703,0.028288,6.74,0.1908,0.0213
D020,R120,271.33,10.8532,7.5972,18.4504,0.016822,0.02849,6.78,0.1909,0.0214
D020,R121,282.26,11.2904,7.9033,19.1937,0.0175,0.029637,7.06,0.1913,0.0214
D020,R122,281.97,11.2788,7.8952,19.174,0.017482,0.029607,7.05,0.1913,0.0214
D020,R123,343.09,13.7236,9.6065,23.3301,0.021272,0.036024,8.58,0.1937,0.0217
D020,R124,295.07,11.8028,8.262,20.0648,0.018294,0.030982,7.38,0.1918,0.0215
D020,R125,336.71,13.4684,9.4279,22.8963,0.020876,0.035355,8.42,0.1935,0.0217
D020,R126,242.72,9.7088,6.7962,16.505,0.015049,0.025486,6.07,0.1897,0.0212
D020,R127,202.29,8.0916,5.6641,13.7557,0.012542,0.02124,5.06,0.1881,0.021
D020,R128,232.39,9.2956,6.5069,15.8025,0.014408,0.024401,5.81,0.1893,0.0212
D020,R129,170.81,6.8324,4.7827,11.6151,0.01059,0.017935,4.27,0.1868,0.0209
D020,R130,253.31,10.1324,7.0927,17.2251,0.015705,0.026598,6.33,0.1901,0.0213
D020,R131,214.27,8.5708,5.9996,14.5704,0.013285,0.022498,5.36,0.1886,0.0211
D020,R132,189.27,7.5708,5.2996,12.8704,0.011735,0.019873,4.73,0.1876,0.0209
D020,R133,122.79,4.9116,3.4381,8.3497,0.007613,0.012893,3.07,0.1849,0.0206
D020,R134,157.94,6.3176,4.4223,10.7399,0.009792,0.016584,3.95,0.1863,0.0208
D020,R135,215.3,8.612,6.0284,14.6404,0.013349,0.022607,5.38,0.1886,0.0211
D020,R136,552.12,22.0848,15.4594,37.5442,0.034231,0.057973,13.8,0.2021,0.0228
D020,R137,526.27,21.0508,14.7356,35.7864,0.032629,0.055258,13.16,0.2011,0.0226
D020,R138,508.12,20.3248,14.2274,34.5522,0.031503,0.053353,12.7,0.2003,0.0225
D020,R139,466.22,18.6488,13.0542,31.703,0.028906,0.048953,11.66,0.1986,0.0223
D020,R140,515.67,20.6268,14.4388,35.0656,0.031972,0.054145,12.89,0.2006,0.0226
D020,R141,376.24,15.0496,10.5347,25.5843,0.023327,0.039505,9.41,0.195,0.0219
D020,R142,347.49,13.8996,9.7297,23.6293,0.021544,0.036486,8.69,0.1939,0.0217
D020,R143,354.47,14.1788,9.9252,24.104,0.021977,0.037219,8.86,0.1942,0.0218
D020,R144,330.27,13.2108,9.2476,22.4584,0.020477,0.034678,8.26,0.1932,0.0217
D020,R145,369.2,14.768,10.3376,25.1056,0.02289,0.038766,9.23,0.1948,0.0218
D020,R146,599.46,23.9784,16.7849,40.7633,0.037167,0.062943,14.99,0.204,0.023
D020,R147,592.8,23.712,16.5984,40.3104,0.036754,0.062244,14.82,0.2037,0.023
D020,R148,588.66,23.5464,16.4825,40.0289,0.036497,0.061809,14.72,0.2035,0.0229
D020,R149,626.73,25.0692,17.5484,42.6176,0.038857,0.065807,15.67,0.2051,0.0231
D020,R150,635.49,25.4196,17.7937,43.2133,0.0394,0.066726,15.89,0.2054,0.0232
D020,R151,736.99,29.4796,20.6357,50.1153,0.045693,0.077384,18.42,0.2095,0.0237
D020,R152,667.58,26.7032,18.6922,45.3954,0.04139,0.070096,16.69,0.2067,0.0233
D020,R153,660.7,26.428,18.4996,44.9276,0.040963,0.069374,16.52,0.2064,0.0233
D020,R154,648.84,25.9536,18.1675,44.1211,0.040228,0.068128,16.22,0.206,0.0232
D020,R155,703.11,28.1244,19.6871,47.8115,0.043593,0.073827,17.58,0.2081,0.0235
D020,R156,1845.32,73.8128,51.669,125.4818,0.11441,0.193759,46.13,0.2538,0.0292
D020,R157,1713.01,68.5204,47.9643,116.4847,0.106207,0.179866,42.83,0.2485,0.0286
D020,R158,1795.03,71.8012,50.2608,122.062,0.111292,0.188478,44.88,0.2518,0.029
D020,R159,1701.25,68.05,47.635,115.685,0.105478,0.178631,42.53,0.248,0.0285
D020,R160,1704.77,68.1908,47.7336,115.9244,0.105696,0.179001,42.62,0.2482,0.0285
D020,R161,1716.79,68.6716,48.0701,116.7417,0.106441,0.180263,42.92,0.2487,0.0286
D020,R162,1715.02,68.6008,48.0206,116.6214,0.106331,0.180077,42.88,0.2486,0.0286
D020,R163,1729.85,69.194,48.4358,117.6298,0.107251,0.181634,43.25,0.2492,0.0286
D020,R164,1745.52,69.8208,48.8746,118.6954,0.108222,0.18328,43.64,0.2498,0.0287
D020,R165,1693.31,67.7324,47.4127,115.1451,0.104985,0.177798,42.33,0.2477,0.0285
D020,R166,1585.43,63.4172,44.392,107.8092,0.098297,0.16647,39.64,0.2434,0.0279
D020,R167,1503.04,60.1216,42.0851,102.2067,0.093188,0.157819,37.58,0.2401,0.0275
D020,R168,1541.26,61.6504,43.1553,104.8057,0.095558,0.161832,38.53,0.2417,0.0277
D020,R169,1541.31,61.6524,43.1567,104.8091,0.095561,0.161838,38.53,0.2417,0.0277
D020,R170,1522.2,60.888,42.6216,103.5096,0.094376,0.159831,38.05,0.2409,0.0276
D020,R171,1592.51,63.7004,44.5903,108.2907,0.098736,0.167214,39.81,0.2437,0.028
D020,R172,1585.39,63.4156,44.3909,107.8065,0.098294,0.166466,39.63,0.2434,0.0279
D020,R173,1527.94,61.1176,42.7823,103.8999,0.094732,0.160434,38.2,0.2411,0.0276
D020,R174,1571.82,62.8728,44.011,106.8838,0.097453,0.165041,39.3,0.2429,0.0279
D020,R175,1588.89,63.5556,44.4889,108.0445,0.098511,0.166833,39.72,0.2436,0.0279
D020,R176,1919.12,76.7648,53.7354,130.5002,0.118985,0.201508,47.98,0.2568,0.0296
D020,R177,1927.41,77.0964,53.9675,131.0639,0.119499,0.202378,48.19,0.2571,0.0296
D020,R178,1942.87,77.7148,54.4004,132.1152,0.120458,0.204001,48.57,0.2577,0.0297
D020,R179,1905.82,76.2328,53.363,129.5958,0.118161,0.200111,47.65,0.2562,0.0295
D020,R180,1906.08,76.2432,53.3702,129.6134,0.118177,0.200138,47.65,0.2562,0.0295
D020,R181,1701.96,68.0784,47.6549,115.7333,0.105522,0.178706,42.55,0.2481,0.0285
D020,R182,1718.92,68.7568,48.1298,116.8866,0.106573,0.180487,42.97,0.2488,0.0286
D020,R183,1757.05,70.282,49.1974,119.4794,0.108937,0.18449,43.93,0.2503,0.0288
D020,R184,1706.18,68.2472,47.773,116.0202,0.105783,0.179149,42.65,0.2482,0.0285
D020,R185,1767.44,70.6976,49.4883,120.1859,0.109581,0.185581,44.19,0.2507,0.0288
D020,R186,1747.33,69.8932,48.9252,118.8184,0.108334,0.18347,43.68,0.2499,0.0287
D020,R187,1753.03,70.1212,49.0848,119.206,0.108688,0.184068,43.83,0.2501,0.0288
D020,R188,1705.54,68.2216,47.7551,115.9767,0.105743,0.179082,42.64,0.2482,0.0285
D020,R189,1726.24,69.0496,48.3347,117.3843,0.107027,0.181255,43.16,0.249,0.0286
D020,R190,1774.28,70.9712,49.6798,120.651,0.110005,0.186299,44.36,0.251,0.0289
D020,R191,1809.43,72.3772,50.664,123.0412,0.112185,0.18999,45.24,0.2524,0.029
D020,R192,1795.65,71.826,50.2782,122.1042,0.11133,0.188543,44.89,0.2518,0.029
D020,R193,1695.96,67.8384,47.4869,115.3253,0.10515,0.178076,42.4,0.2478,0.0285
D020,R194,1818.98,72.7592,50.9314,123.6906,0.112777,0.190993,45.47,0.2528,0.0291
D020,R195,1822.74,72.9096,51.0367,123.9463,0.11301,0.191388,45.57,0.2529,0.0291
D020,R196,1845.7,73.828,51.6796,125.5076,0.114433,0.193799,46.14,0.2538,0.0292
D020,R197,1773.35,70.934,49.6538,120.5878,0.109948,0.186202,44.33,0.2509,0.0289
D020,R198,1789.63,71.5852,50.1096,121.6948,0.110957,0.187911,44.74,0.2516,0.0289
D020,R199,1812.44,72.4976,50.7483,123.2459,0.112371,0.190306,45.31,0.2525,0.0291
D020,R200,1769.01,70.7604,49.5323,120.2927,0.109679,0.185746,44.23,0.2508,0.0288
D020,R201,1722.64,68.9056,48.2339,117.1395,0.106804,0.180877,43.07,0.2489,0.0286
D020,R202,1775.3,71.012,49.7084,120.7204,0.110069,0.186407,44.38,0.251,0.0289
