supplier_id,dc_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
S03,D083,1696.07,67.8428,47.49,115.3328,0.105156,0.178087,30.84,0.2478,0.0285
S03,D084,1921.77,76.8708,53.8096,130.6804,0.11915,0.201786,34.94,0.2569,0.0296
S03,D085,1001.65,40.066,28.0462,68.1122,0.062102,0.105173,18.21,0.2201,0.025
S03,D086,864.77,34.5908,24.2136,58.8044,0.053616,0.090801,15.72,0.2146,0.0243
S03,D087,742.71,29.7084,20.7959,50.5043,0.046048,0.077985,13.5,0.2097,0.0237
S03,D088,802.87,32.1148,22.4804,54.5952,0.049778,0.084301,14.6,0.2121,0.024
S03,D089,970.78,38.8312,27.1818,66.013,0.060188,0.101932,17.65,0.2188,0.0249
S03,D090,1005.12,40.2048,28.1434,68.3482,0.062317,0.105538,18.27,0.2202,0.025
S03,D091,1090.34,43.6136,30.5295,74.1431,0.067601,0.114486,19.82,0.2236,0.0255
S03,D092,540.5,21.62,15.134,36.754,0.033511,0.056753,9.83,0.2016,0.0227
S03,D093,525.05,21.002,14.7014,35.7034,0.032553,0.05513,9.55,0.201,0.0226
S03,D094,645.58,25.8232,18.0762,43.8994,0.040026,0.067786,11.74,0.2058,0.0232
S03,D095,1528.86,61.1544,42.8081,103.9625,0.094789,0.16053,27.8,0.2412,0.0276
S03,D096,1648.83,65.9532,46.1672,112.1204,0.102227,0.173127,29.98,0.246,0.0282
S03,D097,1436.23,57.4492,40.2144,97.6636,0.089046,0.150804,26.11,0.2374,0.0272
S03,D098,1394.66,55.7864,39.0505,94.8369,0.086469,0.146439,25.36,0.2358,0.027
S03,D099,1264.05,50.562,35.3934,85.9554,0.078371,0.132725,22.98,0.2306,0.0263
S03,D100,539.61,21.5844,15.1091,36.6935,0.033456,0.056659,9.81,0.2016,0.0227
S04,D001,1153.24,46.1296,32.2907,78.4203,0.071501,0.12109,20.97,0.2261,0.0258
S04,D002,1179.48,47.1792,33.0254,80.2046,0.073128,0.123845,21.45,0.2272,0.0259
S04,D003,863.91,34.5564,24.1895,58.7459,0.053562,0.090711,15.71,0.2146,0.0243
S04,D004,1024.47,40.9788,28.6852,69.664,0.063517,0.107569,18.63,0.221,0.0251
S04,D005,997.63,39.9052,27.9336,67.8388,0.061853,0.104751,18.14,0.2199,0.025
S04,D006,1365.92,54.6368,38.2458,92.8826,0.084687,0.143422,24.83,0.2346,0.0268
S04,D007,1234.1,49.364,34.5548,83.9188,0.076514,0.12958,22.44,0.2294,0.0262
S04,D008,866.7,34.668,24.2676,58.9356,0.053735,0.091004,15.76,0.2147,0.0243
S04,D009,430.84,17.2336,12.0635,29.2971,0.026712,0.045238,7.83,0.1972,0.0222
S04,D010,405.11,16.2044,11.3431,27.5475,0.025117,0.042537,7.37,0.1962,0.022
S04,D011,191.72,7.6688,5.3682,13.037,0.011887,0.020131,3.49,0.1877,0.021
S04,D012,692.74,27.7096,19.3967,47.1063,0.04295,0.072738,12.6,0.2077,0.0235
S04,D013,593.77,23.7508,16.6256,40.3764,0.036814,0.062346,10.8,0.2038,0.023
S04,D014,66.57,2.6628,1.864,4.5268,0.004127,0.00699,1.21,0.1827,0.0203
S04,D015,230.47,9.2188,6.4532,15.672,0.014289,0.024199,4.19,0.1892,0.0212
S04,D016,653.8,26.152,18.3064,44.4584,0.040536,0.068649,11.89,0.2062,0.0233
S04,D017,131.74,5.2696,3.6887,8.9583,0.008168,0.013833,2.4,0.1853,0.0207
S04,D018,163.53,6.5412,4.5788,11.12,0.010139,0.017171,2.97,0.1865,0.0208
S04,D019,1767.65,70.706,49.4942,120.2002,0.109594,0.185603,32.14,0.2507,0.0288
S04,D020,1966.8,78.672,55.0704,133.7424,0.121942,0.206514,35.76,0.2587,0.0298
S04,D021,2090.81,83.6324,58.5427,142.1751,0.12963,0.219535,38.01,0.2636,0.0305
S04,D022,1998.87,79.9548,55.9684,135.9232,0.12393,0.209881,36.34,0.26,0.03
S04,D023,1897.83,75.9132,53.1392,129.0524,0.117665,0.199272,34.51,0.2559,0.0295
S04,D024,2223.86,88.9544,62.2681,151.2225,0.137879,0.233505,40.43,0.269,0.0311
S04,D025,1768.02,70.7208,49.5046,120.2254,0.109617,0.185642,32.15,0.2507,0.0288
S04,D026,1750.11,70.0044,49.0031,119.0075,0.108507,0.183762,31.82,0.25,0.0288
S04,D027,1825.15,73.006,51.1042,124.1102,0.113159,0.191641,33.18,0.253,0.0291
S04,D028,1497.13,59.8852,41.9196,101.8048,0.092822,0.157199,27.22,0.2399,0.0275
S04,D029,1771.09,70.8436,49.5905,120.4341,0.109808,0.185964,32.2,0.2508,0.0289
S04,D030,1454.1,58.164,40.7148,98.8788,0.090154,0.15268,26.44,0.2382,0.0273
S04,D031,1265.07,50.6028,35.422,86.0248,0.078434,0.132832,23.0,0.2306,0.0263
S04,D032,237.53,9.5012,6.6508,16.152,0.014727,0.024941,4.32,0.1895,0.0212
S04,D033,486.78,19.4712,13.6298,33.101,0.03018,0.051112,8.85,0.1995,0.0224
S04,D034,568.48,22.7392,15.9174,38.6566,0.035246,0.05969,10.34,0.2027,0.0228
S04,D035,407.02,16.2808,11.3966,27.6774,0.025235,0.042737,7.4,0.1963,0.022
S04,D036,378.53,15.1412,10.5988,25.74,0.023469,0.039746,6.88,0.1951,0.0219
S04,D037,348.89,13.9556,9.7689,23.7245,0.021631,0.036633,6.34,0.194,0.0217
S04,D038,1317.75,52.71,36.897,89.607,0.081701,0.138364,23.96,0.2327,0.0266
S04,D039,1307.75,52.31,36.617,88.927,0.08108,0.137314,23.78,0.2323,0.0265
S04,D040,1170.29,46.8116,32.7681,79.5797,0.072558,0.12288,21.28,0.2268,0.0259
S04,D041,1130.47,45.2188,31.6532,76.872,0.070089,0.118699,20.55,0.2252,0.0257
S04,D042,1132.68,45.3072,31.715,77.0222,0.070226,0.118931,20.59,0.2253,0.0257
S04,D043,1234.85,49.394,34.5758,83.9698,0.076561,0.129659,22.45,0.2294,0.0262
S04,D044,777.41,31.0964,21.7675,52.8639,0.048199,0.081628,14.13,0.2111,0.0239
S04,D045,941.71,37.6684,26.3679,64.0363,0.058386,0.09888,17.12,0.2177,0.0247
S04,D046,812.74,32.5096,22.7567,55.2663,0.05039,0.085338,14.78,0.2125,0.0241
S04,D047,951.58,38.0632,26.6442,64.7074,0.058998,0.099916,17.3,0.2181,0.0248
S04,D048,918.08,36.7232,25.7062,62.4294,0.056921,0.096398,16.69,0.2167,0.0246
S04,D049,755.97,30.2388,21.1672,51.406,0.04687,0.079377,13.74,0.2102,0.0238
S04,D050,606.16,24.2464,16.9725,41.2189,0.037582,0.063647,11.02,0.2042,0.023
S04,D051,677.01,27.0804,18.9563,46.0367,0.041975,0.071086,12.31,0.2071,0.0234
S04,D052,678.34,27.1336,18.9935,46.1271,0.042057,0.071226,12.33,0.2071,0.0234
S04,D053,296.24,11.8496,8.2947,20.1443,0.018367,0.031105,5.39,0.1918,0.0215
S04,D054,628.51,25.1404,17.5983,42.7387,0.038968,0.065994,11.43,0.2051,0.0231
S04,D055,866.69,34.6676,24.2673,58.9349,0.053735,0.091002,15.76,0.2147,0.0243
S04,D056,896.4,35.856,25.0992,60.9552,0.055577,0.094122,16.3,0.2159,0.0245
S04,D057,866.9,34.676,24.2732,58.9492,0.053748,0.091025,15.76,0.2147,0.0243
S04,D058,1051.72,42.0688,29.4482,71.517,0.065207,0.110431,19.12,0.2221,0.0253
S04,D059,912.32,36.4928,25.545,62.0378,0.056564,0.095794,16.59,0.2165,0.0246
S04,D060,1404.05,56.162,39.3134,95.4754,0.087051,0.147425,25.53,0.2362,0.027
S04,D061,1374.63,54.9852,38.4896,93.4748,0.085227,0.144336,24.99,0.235,0.0269
S04,D062,1420.19,56.8076,39.7653,96.5729,0.088052,0.14912,25.82,0.2368,0.0271
S04,D063,1693.28,67.7312,47.4118,115.143,0.104983,0.177794,30.79,0.2477,0.0285
S04,D064,1434.95,57.398,40.1786,97.5766,0.088967,0.15067,26.09,0.2374,0.0272
S04,D065,1266.53,50.6612,35.4628,86.124,0.078525,0.132986,23.03,0.2307,0.0263
S04,D066,1219.35,48.774,34.1418,82.9158,0.0756,0.128032,22.17,0.2288,0.0261
S04,D067,1120.01,44.8004,31.3603,76.1607,0.069441,0.117601,20.36,0.2248,0.0256
S04,D068,1159.92,46.3968,32.4778,78.8746,0.071915,0.121792,21.09,0.2264,0.0258
S04,D069,227.78,9.1112,6.3778,15.489,0.014122,0.023917,4.14,0.1891,0.0211
S04,D070,272.23,10.8892,7.6224,18.5116,0.016878,0.028584,4.95,0.1909,0.0214
S04,D071,389.98,15.5992,10.9194,26.5186,0.024179,0.040948,7.09,0.1956,0.0219
S04,D072,326.47,13.0588,9.1412,22.2,0.020241,0.034279,5.94,0.1931,0.0216
S04,D073,28.19,1.1276,0.7893,1.9169,0.001748,0.00296,0.51,0.1811,0.0201
S04,D074,38.98,1.5592,1.0914,2.6506,0.002417,0.004093,0.71,0.1816,0.0202
S04,D075,143.21,5.7284,4.0099,9.7383,0.008879,0.015037,2.6,0.1857,0.0207
S04,D076,188.8,7.552,5.2864,12.8384,0.011706,0.019824,3.43,0.1876,0.0209
S04,D077,1284.68,51.3872,35.971,87.3582,0.07965,0.134891,23.36,0.2314,0.0264
S04,D078,1275.0,51.0,35.7,86.7,0.07905,0.133875,23.18,0.231,0.0264
S04,D079,1057.11,42.2844,29.5991,71.8835,0.065541,0.110997,19.22,0.2223,0.0253
S04,D080,1303.08,52.1232,36.4862,88.6094,0.080791,0.136823,23.69,0.2321,0.0265
S04,D081,1471.07,58.8428,41.19,100.0328,0.091206,0.154462,26.75,0.2388,0.0274
S04,D082,1750.82,70.0328,49.023,119.0558,0.108551,0.183836,31.83,0.25,0.0288
S04,D083,1613.29,64.5316,45.1721,109.7037,0.100024,0.169395,29.33,0.2445,0.0281
S04,D084,1695.65,67.826,47.4782,115.3042,0.10513,0.178043,30.83,0.2478,0.0285
S04,D085,2243.98,89.7592,62.8314,152.5906,0.139127,0.235618,40.8,0.2698,0.0312
S04,D086,2089.27,83.5708,58.4996,142.0704,0.129535,0.219373,37.99,0.2636,0.0304
S04,D087,1944.69,77.7876,54.4513,132.2389,0.120571,0.204192,35.36,0.2578,0.0297
S04,D088,2023.25,80.93,56.651,137.581,0.125442,0.212441,36.79,0.2609,0.0301
S04,D089,1013.24,40.5296,28.3707,68.9003,0.062821,0.10639,18.42,0.2205,0.0251
S04,D090,1122.23,44.8892,31.4224,76.3116,0.069578,0.117834,20.4,0.2249,0.0256
S04,D091,1077.94,43.1176,30.1823,73.2999,0.066832,0.113184,19.6,0.2231,0.0254
S04,D092,945.76,37.8304,26.4813,64.3117,0.058637,0.099305,17.2,0.2178,0.0247
S04,D093,939.84,37.5936,26.3155,63.9091,0.05827,0.098683,17.09,0.2176,0.0247
S04,D094,893.34,35.7336,25.0135,60.7471,0.055387,0.093801,16.24,0.2157,0.0245
S04,D095,267.03,10.6812,7.4768,18.158,0.016556,0.028038,4.86,0.1907,0.0213
S04,D096,385.95,15.438,10.8066,26.2446,0.023929,0.040525,7.02,0.1954,0.0219
S04,D097,200.59,8.0236,5.6165,13.6401,0.012437,0.021062,3.65,0.188,0.021
S04,D098,172.2,6.888,4.8216,11.7096,0.010676,0.018081,3.13,0.1869,0.0209
S04,D099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S04,D100,1507.23,60.2892,42.2024,102.4916,0.093448,0.158259,27.4,0.2403,0.0275
S05,D001,623.33,24.9332,17.4532,42.3864,0.038646,0.06545,11.33,0.2049,0.0231
S05,D002,507.55,20.302,14.2114,34.5134,0.031468,0.053293,9.23,0.2003,0.0225
S05,D003,424.36,16.9744,11.8821,28.8565,0.02631,0.044558,7.72,0.197,0.0221
S05,D004,575.72,23.0288,16.1202,39.149,0.035695,0.060451,10.47,0.203,0.0229
S05,D005,433.91,17.3564,12.1495,29.5059,0.026902,0.045561,7.89,0.1974,0.0222
S05,D006,458.54,18.3416,12.8391,31.1807,0.028429,0.048147,8.34,0.1983,0.0223
S05,D007,276.9,11.076,7.7532,18.8292,0.017168,0.029074,5.03,0.1911,0.0214
S05,D008,403.78,16.1512,11.3058,27.457,0.025034,0.042397,7.34,0.1962,0.022
S05,D009,1083.37,43.3348,30.3344,73.6692,0.067169,0.113754,19.7,0.2233,0.0254
S05,D010,1027.12,41.0848,28.7594,69.8442,0.063681,0.107848,18.67,0.2211,0.0251
S05,D011,1091.63,43.6652,30.5656,74.2308,0.067681,0.114621,19.85,0.2237,0.0255
S05,D012,997.58,39.9032,27.9322,67.8354,0.06185,0.104746,18.14,0.2199,0.025
S05,D013,961.3,38.452,26.9164,65.3684,0.059601,0.100936,17.48,0.2185,0.0248
S05,D014,1294.01,51.7604,36.2323,87.9927,0.080229,0.135871,23.53,0.2318,0.0265
S05,D015,1226.5,49.06,34.342,83.402,0.076043,0.128782,22.3,0.2291,0.0261
S05,D016,1158.3,46.332,32.4324,78.7644,0.071815,0.121621,21.06,0.2263,0.0258
S05,D017,1171.35,46.854,32.7978,79.6518,0.072624,0.122992,21.3,0.2269,0.0259
S05,D018,1275.55,51.022,35.7154,86.7374,0.079084,0.133933,23.19,0.231,0.0264
S05,D019,513.17,20.5268,14.3688,34.8956,0.031817,0.053883,9.33,0.2005,0.0226
S05,D020,725.77,29.0308,20.3216,49.3524,0.044998,0.076206,13.2,0.209,0.0236
S05,D021,828.84,33.1536,23.2075,56.3611,0.051388,0.087028,15.07,0.2132,0.0241
S05,D022,731.94,29.2776,20.4943,49.7719,0.04538,0.076854,13.31,0.2093,0.0237
S05,D023,635.59,25.4236,17.7965,43.2201,0.039407,0.066737,11.56,0.2054,0.0232
S05,D024,965.87,38.6348,27.0444,65.6792,0.059884,0.101416,17.56,0.2186,0.0248
S05,D025,499.84,19.9936,13.9955,33.9891,0.03099,0.052483,9.09,0.2,0.0225
S05,D026,498.63,19.9452,13.9616,33.9068,0.030915,0.052356,9.07,0.1999,0.0225
S05,D027,598.6,23.944,16.7608,40.7048,0.037113,0.062853,10.88,0.2039,0.023
S05,D028,423.59,16.9436,11.8605,28.8041,0.026263,0.044477,7.7,0.1969,0.0221
S05,D029,631.17,25.2468,17.6728,42.9196,0.039133,0.066273,11.48,0.2052,0.0232
S05,D030,458.73,18.3492,12.8444,31.1936,0.028441,0.048167,8.34,0.1983,0.0223
S05,D031,176.85,7.074,4.9518,12.0258,0.010965,0.018569,3.22,0.1871,0.0209
S05,D032,1097.11,43.8844,30.7191,74.6035,0.068021,0.115197,19.95,0.2239,0.0255
S05,D033,1136.28,45.4512,31.8158,77.267,0.070449,0.119309,20.66,0.2255,0.0257
S05,D034,943.55,37.742,26.4194,64.1614,0.0585,0.099073,17.16,0.2177,0.0247
S05,D035,913.83,36.5532,25.5872,62.1404,0.056657,0.095952,16.62,0.2166,0.0246
S05,D036,1298.13,51.9252,36.3476,88.2728,0.080484,0.136304,23.6,0.2319,0.0265
S05,D037,1085.1,43.404,30.3828,73.7868,0.067276,0.113935,19.73,0.2234,0.0254
S05,D038,1181.53,47.2612,33.0828,80.344,0.073255,0.124061,21.48,0.2273,0.0259
S05,D039,1173.61,46.9444,32.8611,79.8055,0.072764,0.123229,21.34,0.2269,0.0259
S05,D040,1144.24,45.7696,32.0387,77.8083,0.070943,0.120145,20.8,0.2258,0.0257
S05,D041,1126.77,45.0708,31.5496,76.6204,0.06986,0.118311,20.49,0.2251,0.0256
S05,D042,1455.61,58.2244,40.7571,98.9815,0.090248,0.152839,26.47,0.2382,0.0273
S05,D043,1173.3,46.932,32.8524,79.7844,0.072745,0.123197,21.33,0.2269,0.0259
S05,D044,881.68,35.2672,24.687,59.9542,0.054664,0.092576,16.03,0.2153,0.0244
S05,D045,729.67,29.1868,20.4308,49.6176,0.04524,0.076615,13.27,0.2092,0.0236
S05,D046,781.41,31.2564,21.8795,53.1359,0.048447,0.082048,14.21,0.2113,0.0239
S05,D047,973.97,38.9588,27.2712,66.23,0.060386,0.102267,17.71,0.219,0.0249
S05,D048,825.11,33.0044,23.1031,56.1075,0.051157,0.086637,15.0,0.213,0.0241
S05,D049,892.14,35.6856,24.9799,60.6655,0.055313,0.093675,16.22,0.2157,0.0245
S05,D050,664.66,26.5864,18.6105,45.1969,0.041209,0.069789,12.08,0.2066,0.0233
S05,D051,655.7,26.228,18.3596,44.5876,0.040653,0.068849,11.92,0.2062,0.0233
S05,D052,664.53,26.5812,18.6068,45.188,0.041201,0.069776,12.08,0.2066,0.0233
S05,D053,984.43,39.3772,27.564,66.9412,0.061035,0.103365,17.9,0.2194,0.0249
S05,D054,704.81,28.1924,19.7347,47.9271,0.043698,0.074005,12.81,0.2082,0.0235
S05,D055,1143.11,45.7244,32.0071,77.7315,0.070873,0.120027,20.78,0.2257,0.0257
S05,D056,1065.24,42.6096,29.8267,72.4363,0.066045,0.11185,19.37,0.2226,0.0253
S05,D057,1204.82,48.1928,33.735,81.9278,0.074699,0.126506,21.91,0.2282,0.026
S05,D058,1239.69,49.5876,34.7113,84.2989,0.076861,0.130167,22.54,0.2296,0.0262
S05,D059,1238.94,49.5576,34.6903,84.2479,0.076814,0.130089,22.53,0.2296,0.0262
S05,D060,247.85,9.914,6.9398,16.8538,0.015367,0.026024,4.51,0.1899,0.0212
S05,D061,501.54,20.0616,14.0431,34.1047,0.031095,0.052662,9.12,0.2001,0.0225
S05,D062,237.6,9.504,6.6528,16.1568,0.014731,0.024948,4.32,0.1895,0.0212
S05,D063,427.5,17.1,11.97,29.07,0.026505,0.044888,7.77,0.1971,0.0221
S05,D064,178.4,7.136,4.9952,12.1312,0.011061,0.018732,3.24,0.1871,0.0209
S05,D065,2.18,0.0872,0.061,0.1482,0.000135,0.000229,0.04,0.1801,0.02
S05,D066,134.21,5.3684,3.7579,9.1263,0.008321,0.014092,2.44,0.1854,0.0207
S05,D067,151.06,6.0424,4.2297,10.2721,0.009366,0.015861,2.75,0.186,0.0208
S05,D068,136.18,5.4472,3.813,9.2602,0.008443,0.014299,2.48,0.1854,0.0207
S05,D069,1496.09,59.8436,41.8905,101.7341,0.092758,0.157089,27.2,0.2398,0.0275
S05,D070,1528.11,61.1244,42.7871,103.9115,0.094743,0.160452,27.78,0.2411,0.0276
S05,D071,1627.65,65.106,45.5742,110.6802,0.100914,0.170903,29.59,0.2451,0.0281
S05,D072,1579.63,63.1852,44.2296,107.4148,0.097937,0.165861,28.72,0.2432,0.0279
S05,D073,1242.25,49.69,34.783,84.473,0.07702,0.130436,22.59,0.2297,0.0262
S05,D074,1233.4,49.336,34.5352,83.8712,0.076471,0.129507,22.43,0.2293,0.0262
S05,D075,1340.02,53.6008,37.5206,91.1214,0.083081,0.140702,24.36,0.2336,0.0267
S05,D076,1456.95,58.278,40.7946,99.0726,0.090331,0.15298,26.49,0.2383,0.0273
S05,D077,836.54,33.4616,23.4231,56.8847,0.051865,0.087837,15.21,0.2135,0.0242
S05,D078,849.17,33.9668,23.7768,57.7436,0.052649,0.089163,15.44,0.214,0.0242
S05,D079,858.52,34.3408,24.0386,58.3794,0.053228,0.090145,15.61,0.2143,0.0243
S05,D080,698.56,27.9424,19.5597,47.5021,0.043311,0.073349,12.7,0.2079,0.0235
S05,D081,1677.48,67.0992,46.9694,114.0686,0.104004,0.176135,30.5,0.2471,0.0284
S05,D082,2023.32,80.9328,56.653,137.5858,0.125446,0.212449,36.79,0.2609,0.0301
S05,D083,1696.14,67.8456,47.4919,115.3375,0.105161,0.178095,30.84,0.2478,0.0285
S05,D084,1922.16,76.8864,53.8205,130.7069,0.119174,0.201827,34.95,0.2569,0.0296
S05,D085,998.07,39.9228,27.946,67.8688,0.06188,0.104797,18.15,0.2199,0.025
S05,D086,861.57,34.4628,24.124,58.5868,0.053417,0.090465,15.66,0.2145,0.0243
S05,D087,739.95,29.598,20.7186,50.3166,0.045877,0.077695,13.45,0.2096,0.0237
S05,D088,799.77,31.9908,22.3936,54.3844,0.049586,0.083976,14.54,0.212,0.024
S05,D089,971.87,38.8748,27.2124,66.0872,0.060256,0.102046,17.67,0.2189,0.0249
S05,D090,1005.72,40.2288,28.1602,68.389,0.062355,0.105601,18.29,0.2202,0.025
S05,D091,1091.27,43.6508,30.5556,74.2064,0.067659,0.114583,19.84,0.2237,0.0255
S05,D092,542.28,21.6912,15.1838,36.875,0.033621,0.056939,9.86,0.2017,0.0227
S05,D093,526.95,21.078,14.7546,35.8326,0.032671,0.05533,9.58,0.2011,0.0226
S05,D094,647.47,25.8988,18.1292,44.028,0.040143,0.067984,11.77,0.2059,0.0232
S05,D095,1533.11,61.3244,42.9271,104.2515,0.095053,0.160977,27.87,0.2413,0.0277
S05,D096,1653.16,66.1264,46.2885,112.4149,0.102496,0.173582,30.06,0.2461,0.0283
S05,D097,1440.37,57.6148,40.3304,97.9452,0.089303,0.151239,26.19,0.2376,0.0272
S05,D098,1398.77,55.9508,39.1656,95.1164,0.086724,0.146871,25.43,0.236,0.027
S05,D099,1268.34,50.7336,35.5135,86.2471,0.078637,0.133176,23.06,0.2307,0.0263
S05,D100,540.31,21.6124,15.1287,36.7411,0.033499,0.056733,9.82,0.2016,0.0227
S06,D001,439.98,17.5992,12.3194,29.9186,0.027279,0.046198,8.0,0.1976,0.0222
S06,D002,518.13,20.7252,14.5076,35.2328,0.032124,0.054404,9.42,0.2007,0.0226
S06,D003,703.06,28.1224,19.6857,47.8081,0.04359,0.073821,12.78,0.2081,0.0235
S06,D004,359.2,14.368,10.0576,24.4256,0.02227,0.037716,6.53,0.1944,0.0218
S06,D005,452.39,18.0956,12.6669,30.7625,0.028048,0.047501,8.23,0.1981,0.0223
S06,D006,723.88,28.9552,20.2686,49.2238,0.044881,0.076007,13.16,0.209,0.0236
S06,D007,690.17,27.6068,19.3248,46.9316,0.042791,0.072468,12.55,0.2076,0.0235
S06,D008,582.54,23.3016,16.3111,39.6127,0.036117,0.061167,10.59,0.2033,0.0229
S06,D009,945.11,37.8044,26.4631,64.2675,0.058597,0.099237,17.18,0.2178,0.0247
S06,D010,871.23,34.8492,24.3944,59.2436,0.054016,0.091479,15.84,0.2148,0.0244
S06,D011,716.11,28.6444,20.0511,48.6955,0.044399,0.075192,13.02,0.2086,0.0236
S06,D012,1085.37,43.4148,30.3904,73.8052,0.067293,0.113964,19.73,0.2234,0.0254
S06,D013,977.73,39.1092,27.3764,66.4856,0.060619,0.102662,17.78,0.2191,0.0249
S06,D014,838.1,33.524,23.4668,56.9908,0.051962,0.088001,15.24,0.2135,0.0242
S06,D015,908.2,36.328,25.4296,61.7576,0.056308,0.095361,16.51,0.2163,0.0245
S06,D016,1165.56,46.6224,32.6357,79.2581,0.072265,0.122384,21.19,0.2266,0.0258
S06,D017,774.74,30.9896,21.6927,52.6823,0.048034,0.081348,14.09,0.211,0.0239
S06,D018,895.68,35.8272,25.079,60.9062,0.055532,0.094046,16.29,0.2158,0.0245
S06,D019,1371.81,54.8724,38.4107,93.2831,0.085052,0.14404,24.94,0.2349,0.0269
S06,D020,1413.66,56.5464,39.5825,96.1289,0.087647,0.148434,25.7,0.2365,0.0271
S06,D021,1571.32,62.8528,43.997,106.8498,0.097422,0.164989,28.57,0.2429,0.0279
S06,D022,1507.86,60.3144,42.2201,102.5345,0.093487,0.158325,27.42,0.2403,0.0275
S06,D023,1394.16,55.7664,39.0365,94.8029,0.086438,0.146387,25.35,0.2358,0.027
S06,D024,1684.34,67.3736,47.1615,114.5351,0.104429,0.176856,30.62,0.2474,0.0284
S06,D025,1320.11,52.8044,36.9631,89.7675,0.081847,0.138612,24.0,0.2328,0.0266
S06,D026,1237.04,49.4816,34.6371,84.1187,0.076696,0.129889,22.49,0.2295,0.0262
S06,D027,1267.96,50.7184,35.5029,86.2213,0.078614,0.133136,23.05,0.2307,0.0263
S06,D028,892.62,35.7048,24.9934,60.6982,0.055342,0.093725,16.23,0.2157,0.0245
S06,D029,1149.6,45.984,32.1888,78.1728,0.071275,0.120708,20.9,0.226,0.0257
S06,D030,822.71,32.9084,23.0359,55.9443,0.051008,0.086385,14.96,0.2129,0.0241
S06,D031,773.58,30.9432,21.6602,52.6034,0.047962,0.081226,14.07,0.2109,0.0239
S06,D032,540.47,21.6188,15.1332,36.752,0.033509,0.056749,9.83,0.2016,0.0227
S06,D033,360.56,14.4224,10.0957,24.5181,0.022355,0.037859,6.56,0.1944,0.0218
S06,D034,208.99,8.3596,5.8517,14.2113,0.012957,0.021944,3.8,0.1884,0.021
S06,D035,413.6,16.544,11.5808,28.1248,0.025643,0.043428,7.52,0.1965,0.0221
S06,D036,560.96,22.4384,15.7069,38.1453,0.03478,0.058901,10.2,0.2024,0.0228
S06,D037,434.58,17.3832,12.1682,29.5514,0.026944,0.045631,7.9,0.1974,0.0222
S06,D038,1618.86,64.7544,45.3281,110.0825,0.100369,0.16998,29.43,0.2448,0.0281
S06,D039,1608.38,64.3352,45.0346,109.3698,0.09972,0.16888,29.24,0.2443,0.028
S06,D040,1506.08,60.2432,42.1702,102.4134,0.093377,0.158138,27.38,0.2402,0.0275
S06,D041,1470.71,58.8284,41.1799,100.0083,0.091184,0.154425,26.74,0.2388,0.0274
S06,D042,1647.28,65.8912,46.1238,112.015,0.102131,0.172964,29.95,0.2459,0.0282
S06,D043,1563.0,62.52,43.764,106.284,0.096906,0.164115,28.42,0.2425,0.0278
S06,D044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S06,D045,207.7,8.308,5.8156,14.1236,0.012877,0.021808,3.78,0.1883,0.021
S06,D046,101.2,4.048,2.8336,6.8816,0.006274,0.010626,1.84,0.184,0.0205
S06,D047,198.34,7.9336,5.5535,13.4871,0.012297,0.020826,3.61,0.1879,0.021
S06,D048,146.38,5.8552,4.0986,9.9538,0.009076,0.01537,2.66,0.1859,0.0207
S06,D049,22.49,0.8996,0.6297,1.5293,0.001394,0.002361,0.41,0.1809,0.0201
S06,D050,495.68,19.8272,13.879,33.7062,0.030732,0.052046,9.01,0.1998,0.0225
S06,D051,338.36,13.5344,9.4741,23.0085,0.020978,0.035528,6.15,0.1935,0.0217
S06,D052,758.52,30.3408,21.2386,51.5794,0.047028,0.079645,13.79,0.2103,0.0238
S06,D053,669.22,26.7688,18.7382,45.507,0.041492,0.070268,12.17,0.2068,0.0233
S06,D054,329.48,13.1792,9.2254,22.4046,0.020428,0.034595,5.99,0.1932,0.0216
S06,D055,1304.54,52.1816,36.5271,88.7087,0.080881,0.136977,23.72,0.2322,0.0265
S06,D056,1278.1,51.124,35.7868,86.9108,0.079242,0.134201,23.24,0.2311,0.0264
S06,D057,1340.65,53.626,37.5382,91.1642,0.08312,0.140768,24.38,0.2336,0.0267
S06,D058,1482.47,59.2988,41.5092,100.808,0.091913,0.155659,26.95,0.2393,0.0274
S06,D059,1390.36,55.6144,38.9301,94.5445,0.086202,0.145988,25.28,0.2356,0.027
S06,D060,1112.71,44.5084,31.1559,75.6643,0.068988,0.116835,20.23,0.2245,0.0256
S06,D061,1257.92,50.3168,35.2218,85.5386,0.077991,0.132082,22.87,0.2303,0.0263
S06,D062,1111.17,44.4468,31.1128,75.5596,0.068893,0.116673,20.2,0.2244,0.0256
S06,D063,1269.61,50.7844,35.5491,86.3335,0.078716,0.133309,23.08,0.2308,0.0263
S06,D064,983.81,39.3524,27.5467,66.8991,0.060996,0.1033,17.89,0.2194,0.0249
S06,D065,879.5,35.18,24.626,59.806,0.054529,0.092347,15.99,0.2152,0.0244
S06,D066,921.42,36.8568,25.7998,62.6566,0.057128,0.096749,16.75,0.2169,0.0246
